legacy_id,tree,namespace,subtype,status,source_license,licence_verdict,licence_reason,nearest_bundle_unit,content_cosine,nearest_by_slug,slug_jaccard,disposition,disposition_reason
@M10/rui-color-with-hsl,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/term-oklch,0.223,@community/rule-color-contrast,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-combine-two-shadows,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-whisper-shadows,0.164,@community/rule-whisper-shadows,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-content-breakpoints,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-content-based-breakpoints,0.22,@anthropic-impeccable/pattern-content-driven-breakpoints,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-dark-mode-not-inverted,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@anthropic-impeccable/fact-dark-mode-not-inverted-light,0.279,@anthropic-impeccable/fact-dark-mode-not-inverted-light,0.667,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-dark-mode-surface-elevation,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@anthropic-impeccable/template-dark-mode-surface-hierarchy,0.234,@anthropic-impeccable/template-dark-mode-surface-hierarchy,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-deemphasize-not-emphasize,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-refactoring-ui-hierarchy,0.181,@impeccable/provocation-why-not-serif,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-design-features-not-layouts,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/example-gallery-feature-sections,0.092,@community/rule-opentype-features-on,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-destructive-confirmation,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@anthropic-impeccable/pattern-undo-over-confirm,0.304,@community/rule-destructive-action-differentiation,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-disabled-state,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-interaction-states,0.154,@community/rule-loading-state-feedback,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-dont-scale-icons,modules,@M10,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@anthropic-impeccable/anti-pattern-rounded-border-accent,0.105,@community/fact-type-scale-modular,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-easing-ease-out-enter,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-easing-mood-mapping,0.233,@impeccable/template-easing-curves,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-elevation-scale,modules,@M10,principle,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-no-heavy-shadows-per-component,0.176,@community/fact-type-scale-modular,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-empty-states-are-opportunities,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@anthropic-impeccable/rule-empty-state-teaches,0.15,@community/taxonomy-empty-states,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-focus-ring-not-outline,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-no-hidden-focus-outline,0.283,@community/template-focus-ring,0.4,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-font-weight-limited,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/constraint-typography-weight-blacklist,0.13,@community/rule-font-weight-not-style,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-gray-on-colored-background,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@anthropic-impeccable/anti-pattern-gray-on-colored-bg,0.313,@anthropic-impeccable/anti-pattern-gray-on-colored-bg,0.4,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-grid-isnt-always-the-answer,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/category-layout-grid,0.142,@community/pattern-dashboard-grid,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-hierarchy-toolkit,modules,@M10,principle,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-refactoring-ui-hierarchy,0.228,@community/rule-heading-hierarchy,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-hover-darken-one-shade,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-required-interaction-states,0.18,@community/pattern-hover-lift,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-icon-size-relative-to-text,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-tiny-touch-targets,0.114,@community/metric-target-size,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-icon-stroke-width,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@impeccable/template-loading-spinner,0.094,@community/template-svg-draw-on-stroke,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-image-overlays-for-contrast,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-gestalt-figure-ground,0.124,@community/rule-image-optimization,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-label-above-input,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/principle-nielsen-error-prevention,0.098,@community/rule-correct-input-type,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-labels-deemphasize-values-emphasize,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-refactoring-ui-hierarchy,0.138,@community/rule-uppercase-labels-tracking,0.143,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-letter-spacing-all-caps,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-typography-letter-spacing,0.318,@community/rule-typography-letter-spacing,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-line-height-inverse-to-size,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-line-height-readability,0.198,@community/fact-line-height-readability,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-line-length-45-75,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/value-content-line-length,0.195,@community/value-content-line-length,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-max-width-containers,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/check-content-width-constrained,0.209,@community/value-focus-outline-width,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-mobile-first,modules,@M10,principle,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-mobile-first,0.177,@community/check-mobile-first,0.667,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-modular-type-scale,modules,@M10,principle,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-type-scale-modular,0.156,@community/fact-type-scale-modular,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-motion-timing-scale,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/check-animation-duration,0.15,@community/fact-motion-as-feedback,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-not-every-link-needs-color,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/taxonomy-cta-styles,0.089,@community/rule-color-contrast,0.143,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-one-border-radius-value,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-border-radius-decision,0.166,@community/pattern-border-radius-by-persona,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-padding-ratio-buttons,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-visual-design-safe-rules,0.119,@community/metric-contrast-ratio,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-palette-9-10-shades,modules,@M10,principle,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-tonal-palette-12-step,0.114,@impeccable/template-oklch-palette,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-prefers-reduced-motion,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/constraint-reduced-motion,0.269,@community/constraint-reduced-motion,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-primary-accent-neutral-palette,modules,@M10,principle,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@anthropic-impeccable/principle-tinted-neutrals,0.126,@impeccable/template-oklch-palette,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-semantic-color-subordinate-to-hierarchy,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-ios-button-style-hierarchy,0.149,@community/template-color-layer-semantic,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-semantic-html,modules,@M10,principle,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-landmark-elements,0.212,@community/fact-semantic-html-element-taxonomy,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-shadows-as-light,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-shadow-elevation-system,0.154,@community/rule-whisper-shadows,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-short-design-cycles,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/example-gallery-feature-sections,0.073,@community/type-design-token,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-spacing-relationships,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-gestalt-proximity,0.267,@community/type-spacing-scale,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-spacing-scale,modules,@M10,principle,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-8pt-grid-system,0.145,@community/type-spacing-scale,0.667,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-start-with-too-much-space,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/principle-white-space-as-design-element,0.156,@community/principle-white-space-as-design-element,0.125,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-tinted-grays,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@anthropic-impeccable/principle-tinted-neutrals,0.211,@anthropic-impeccable/principle-tinted-neutrals,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/rui-wcag-contrast-thresholds,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@w3c/source-wcag-22,0.19,@w3c/fact-wcag-contrast-aa,0.4,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/security-ux-neutral-error-messages,modules,@M10,constraint,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/constraint-no-account-existence-disclosure,0.409,@community/rule-actionable-error-messages,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/security-ux-permission-human-readable,modules,@M10,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-permissions-human-readable,0.396,@community/rule-permissions-human-readable,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/security-ux-scope-segregation,modules,@M10,constraint,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-destructive-action-differentiation,0.255,@community/principle-security-copy,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/selective-attention,modules,@M10,heuristic,validated,CC-BY-NC-SA-4.0,BLOCKED-NO-GRANT,CC-BY-NC-SA-4.0: non-commercial + share-alike; both incompatible,@community/rule-ios-spotlight-indexing,0.073,,0.0,REJECT,CC-BY-NC-SA-4.0: non-commercial + share-alike; both incompatible
@M10/serial-position-effect,modules,@M10,heuristic,validated,CC-BY-NC-SA-4.0,BLOCKED-NO-GRANT,CC-BY-NC-SA-4.0: non-commercial + share-alike; both incompatible,@community/principle-nielsen-recognition,0.101,@community/fact-zeigarnik-effect,0.25,REJECT,CC-BY-NC-SA-4.0: non-commercial + share-alike; both incompatible
@M10/unforgettable-test,modules,@M10,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@anthropic-impeccable/principle-unforgettable-one-thing,0.268,@community/anti-pattern-test-the-mock,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/ux-research-evidence-first-design,modules,@M10,technique,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-cherry-picking-evidence,0.213,@community/rule-design-decisions-cite-research,0.286,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M10/von-restorff-effect,modules,@M10,heuristic,validated,CC-BY-NC-SA-4.0,BLOCKED-NO-GRANT,CC-BY-NC-SA-4.0: non-commercial + share-alike; both incompatible,@community/fact-gestalt-similarity,0.102,@community/fact-zeigarnik-effect,0.25,REJECT,CC-BY-NC-SA-4.0: non-commercial + share-alike; both incompatible
@M10/working-memory,modules,@M10,heuristic,validated,CC-BY-NC-SA-4.0,BLOCKED-NO-GRANT,CC-BY-NC-SA-4.0: non-commercial + share-alike; both incompatible,@community/fact-miller-rule-7,0.169,,0.0,REJECT,CC-BY-NC-SA-4.0: non-commercial + share-alike; both incompatible
@M11/action-label-describes-action,modules,@M11,constraint,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-verb-based-cta-labels,0.431,@community/rule-destructive-action-differentiation,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M11/anti-pattern-cleverness-over-clarity,modules,@M11,anti-pattern,validated,Apache-2.0,ADMISSIBLE,Apache-2.0 is already on license.policy.allow,@community/principle-tone-calibration,0.105,@anthropic-impeccable/pattern-undo-over-confirm,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.105 away — genuinely absent knowledge
@M11/anti-pattern-click-here-links,modules,@M11,anti-pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-link-purpose-clear,0.193,@community/anti-pattern-click-to-open-only,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.193 away — genuinely absent knowledge
@M11/anti-pattern-error-occurred,modules,@M11,anti-pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/anti-pattern-generic-error-text,0.387,@community/type-error-shape,0.333,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.387 away — genuinely absent knowledge
@M11/anti-pattern-multiple-primary-actions,modules,@M11,anti-pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-single-primary-action-per-screen,0.246,@community/rule-primary-content-first,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.246 away — genuinely absent knowledge
@M11/anti-pattern-submit-button,modules,@M11,anti-pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-consistent-form-action-placement,0.196,@community/pattern-button-press-feedback,0.333,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.196 away — genuinely absent knowledge
@M11/empty-avoid-generic-no-data,modules,@M11,anti-pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@anthropic-impeccable/rule-empty-state-teaches,0.211,@community/principle-data-minimization,0.167,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.211 away — genuinely absent knowledge
@M11/empty-explain-why,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@anthropic-impeccable/rule-empty-state-teaches,0.18,@community/taxonomy-empty-states,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.18 away — genuinely absent knowledge
@M11/empty-first-run-vs-depleted,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/taxonomy-empty-states,0.18,@community/fact-idle-vs-error-vs-empty,0.286,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.18 away — genuinely absent knowledge
@M11/empty-illustration-optional,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/pattern-empty-state,0.153,@community/taxonomy-empty-states,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.153 away — genuinely absent knowledge
@M11/empty-primary-action,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@anthropic-impeccable/rule-empty-state-teaches,0.18,@community/rule-single-primary-action-per-screen,0.333,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.18 away — genuinely absent knowledge
@M11/error-dont-overapologize,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/anti-pattern-generic-error-text,0.157,@community/type-error-shape,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.157 away — genuinely absent knowledge
@M11/error-inline-not-global,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-prioritize-critical-errors-first,0.209,@community/pattern-inline-validation,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.209 away — genuinely absent knowledge
@M11/error-no-error-codes,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/anti-pattern-generic-error-text,0.194,@community/type-error-shape,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.194 away — genuinely absent knowledge
@M11/error-recovery-action,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/principle-nielsen-error-recovery,0.21,@community/principle-error-prevention-and-recovery,0.5,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.21 away — genuinely absent knowledge
@M11/error-specific-not-alarming,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/anti-pattern-generic-error-text,0.165,@community/type-error-shape,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.165 away — genuinely absent knowledge
@M11/error-what-and-how,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/anti-pattern-generic-error-text,0.307,@community/type-error-shape,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.307 away — genuinely absent knowledge
@M11/form-validation-error-message-format,modules,@M11,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-prioritize-critical-errors-first,0.269,@impeccable/template-form-validation,0.4,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M11/i18n-no-string-concatenation,modules,@M11,anti-pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/principle-no-string-concat,0.354,@community/principle-no-string-concat,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.354 away — genuinely absent knowledge
@M11/i18n-plurals-and-context,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/principle-no-string-concat,0.296,@community/rule-embed-images-with-context,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.296 away — genuinely absent knowledge
@M11/i18n-short-sentences,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-screen-reader-friendly-copy,0.168,@community/feedback-i18n-launch-v1,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.168 away — genuinely absent knowledge
@M11/inclusive-avoid-idioms,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-culturally-neutral-copy,0.376,,0.0,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.376 away — genuinely absent knowledge
@M11/inclusive-avoid-stigmatizing-terms,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-consistent-product-terminology,0.076,,0.0,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.076 away — genuinely absent knowledge
@M11/inclusive-gender-neutral-pronouns,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/principle-no-string-concat,0.108,@community/rule-culturally-neutral-copy,0.167,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.108 away — genuinely absent knowledge
@M11/inclusive-no-just-only-easy,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/principle-nielsen-help,0.107,@community/constraint-oklch-only-color,0.143,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.107 away — genuinely absent knowledge
@M11/inclusive-people-first,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/provocation-accessibility-by-default,0.082,@community/check-mobile-first,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.082 away — genuinely absent knowledge
@M11/label-avoid-ok-cancel-destructive,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@anthropic-impeccable/fact-button-label-formula,0.235,@community/rule-form-label-associated,0.143,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.235 away — genuinely absent knowledge
@M11/label-consistent-terminology,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-consistent-product-terminology,0.173,@community/rule-consistent-product-terminology,0.5,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.173 away — genuinely absent knowledge
@M11/label-describe-action,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-consistent-form-action-placement,0.318,@community/rule-destructive-action-differentiation,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.318 away — genuinely absent knowledge
@M11/label-one-primary-per-screen,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/category-button-hierarchy,0.145,@community/rule-single-primary-action-per-screen,0.429,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.145 away — genuinely absent knowledge
